package_id	place_name	province	latitude	longitude	category	duration_days	min_price	avg_price	max_price	transport	accommodation	rating	reviews_count	popularity_score	best_season	difficulty	nearby_city	tags	created_at
PKG0038	Makli Necropolis Heritage Site	Khyber Pakhtunkhwa	33.553023	73.475613	City	6	4268	6626	9345	Train	3-star	4.1	472	0.82	Spring	Hard	Peshawar	budget,lake,culture	2023-09-13T20:38:27.496115
PKG0039	Hingol National Park Viewpoint	Sindh	24.649246	69.931628	Beach	10	5088	8032	10850	Road	Guesthouse	4.4	606	1.46	Summer	Moderate	Islamabad	family,mountains,culture	2025-06-25T20:38:27.496136
PKG0040	Peshawar	Punjab	33.84577	72.320154	Adventure	8	8421	9341	9941	Hike	3-star	4.9	961	7.14	Winter	Moderate	Multan	heritage,mountains,family	2024-06-30T20:38:27.496160
PKG0041	Hingol National Park	Islamabad Capital	31.072061	72.990479	Historical	3	500	1000	3989	Road	Guesthouse	4.2	242	0.67	All Year	Moderate	Skardu	wildlife,food,trek	2023-08-30T20:38:27.496182
PKG0042	Murree Mall Road Viewpoint	Balochistan	28.703087	65.656326	Trekking	5	12785	15614	16607	Hike	Camping	4.0	203	1.4	Summer	Hard	Peshawar	family,photography,lake	2025-05-25T20:38:27.496206
PKG0043	Abbottabad	Sindh	26.811953	66.439196	Trekking	8	10913	13845	18194	Train	Budget Hotel	4.4	474	0.31	Autumn	Hard	Quetta	hiking,beach,lake	2023-11-29T20:38:27.496228
PKG0044	Kaghan Valley	Khyber Pakhtunkhwa	35.726968	72.750348	Religious	7	10068	11038	15999	Air	Camping	4.2	305	0.55	Autumn	Easy	Karachi	mountains,heritage,family	2024-03-02T20:38:27.496250
PKG0045	Ranikot Fort Valley	Islamabad Capital	34.095242	71.771664	Nature	8	20111	21856	25653	Train	Luxury Resort	4.6	1105	0.54	Winter	Moderate	Karachi	wildlife,mountains,luxury	2023-10-11T20:38:27.496407
PKG0046	Quetta	Gilgit-Baltistan	35.002207	72.047961	Historical	5	1329	4189	5018	Air	4-star	4.9	1062	2.0	Winter	Moderate	Islamabad	wildlife,luxury,photography	2024-06-16T20:38:27.496449
PKG0047	Taxila Museum	Balochistan	28.087766	64.99985	Nature	3	16671	18521	22393	Private Van	3-star	5.0	820	0.19	All Year	Easy	Rawalpindi	lake,budget,family	2024-12-05T20:38:27.496485
PKG0048	Hingol National Park	Islamabad Capital	33.10505	73.127578	Historical	10	3647	6039	9924	Road	Guesthouse	4.7	1061	0.41	Autumn	Hard	Gwadar	beach,photography,food	2023-09-15T20:38:27.496512
PKG0049	Shangrila Resort, Skardu	Sindh	25.102337	66.286079	Beach	8	7112	9597	11091	Road	Camping	3.9	490	2.26	Summer	Moderate	Hunza	mountains,culture,luxury	2025-07-29T20:38:27.496534
PKG0050	Khewra Crystal Caves	Islamabad Capital	36.157579	72.808687	Nature	3	12513	15054	17944	Hike	Camping	4.0	559	0.51	Winter	Moderate	Rawalpindi	trek,beach,culture	2025-06-06T20:38:27.496556
PKG0051	Sarhad	Sindh	29.031209	68.549445	Adventure	2	6995	8626	12525	Train	Luxury Resort	4.4	547	2.35	Spring	Moderate	Murree	family,wildlife,hiking	2023-12-27T20:38:27.496579
PKG0052	Gwadar Beaches	Islamabad Capital	31.571573	73.271483	City	6	9963	12723	17674	Private Van	4-star	4.1	659	0.3	Summer	Hard	Peshawar	wildlife,luxury,trek	2023-08-30T20:38:27.496601
PKG0053	Hiran Minar	Punjab	29.909058	71.837858	Trekking	7	9177	10300	14857	Road	Guesthouse	4.0	1028	5.17	All Year	Moderate		lake,beach,food	2024-05-12T20:38:27.496623
PKG0054	Dir	Punjab	32.334663	71.459872	Adventure	2	10436	12859	15530	Train	Luxury Resort	4.5	814	2.16	Spring	Moderate		photography,culture,luxury	2024-12-12T20:38:27.496654
PKG0055	Sarhad Park	Azad Kashmir	36.824632	73.627685	Historical	2	8903	10364	13218	Air	Camping	4.9	185	1.51	Winter	Easy	Gwadar	photography,hiking,lake	2024-08-04T20:38:27.496686
PKG0056	Bumburet Valley	Azad Kashmir	33.296796	70.873683	City	1	5352	7053	10489	Train	4-star	4.1	298	4.55	Summer	Hard	Sialkot	wildlife,photography,heritage	2025-05-11T20:38:27.496712
PKG0057	Ratti Gali Lake	Punjab	31.656951	71.295266	Religious	8	7671	10559	12231	Air	4-star	4.6	520	0.83	Winter	Moderate	Gilgit	mountains,beach,family	2023-12-09T20:38:27.496734
PKG0058	Kotli Heritage Site	Sindh	23.943171	71.171414	Beach	7	15272	16796	21038	Train	Guesthouse	3.8	787	4.55	Winter	Easy	Peshawar	luxury,wildlife,budget	2024-03-23T20:38:27.496756
PKG0059	Nankana Sahib	Azad Kashmir	33.271385	76.567667	Trekking	5	15969	16502	17403	Hike	Camping	4.4	1017	2.05	Autumn	Easy	Skardu	food,budget,trek	2024-01-20T20:38:27.496778
PKG0060	Ayubia National Park	Gilgit-Baltistan	35.003761	76.033464	Adventure	2	15696	16357	19387	Private Van	Budget Hotel	4.6	1186	0.1	Autumn	Hard	Islamabad	lake,family,budget	2023-09-28T20:38:27.496801
PKG0061	Noorpur Shahan	Sindh	24.704769	70.219077	City	10	8203	10758	13490	Air	3-star	3.8	986	0.1	Autumn	Hard		budget,lake,beach	2025-08-16T20:38:27.496824
PKG0062	Clifton Beach, Karachi	Islamabad Capital	36.479001	75.200844	Trekking	10	14050	16048	17287	Private Van	Budget Hotel	3.6	541	2.35	All Year	Easy	Rawalpindi	budget,photography,hiking	2025-02-06T20:38:27.496850
PKG0063	Neelum Valley Fort	Balochistan	30.934504	68.641751	Nature	4	5421	7852	8557	Hike	Luxury Resort	4.5	671	2.49	All Year	Easy	Gilgit	lake,photography,beach	2023-11-15T20:38:27.496887
PKG0064	Hiran Minar	Azad Kashmir	33.949775	71.538662	Historical	5	1975	4492	5943	Road	Guesthouse	3.6	1100	2.74	Summer	Moderate	Rawalpindi	budget,photography,culture	2024-08-29T20:38:27.496916
PKG0065	Hiran Minar Park	Azad Kashmir	35.859595	76.012483	Nature	8	18609	20780	23571	Road	Camping	4.4	758	2.14	Summer	Moderate	Rawalpindi	trek,budget,lake	2023-11-30T20:38:27.496940
PKG0066	Srinagar (historical list)	Gilgit-Baltistan	38.910177	75.368961	Historical	7	2164	3794	5848	Road	4-star	4.3	187	0.92	Summer	Hard	Gilgit	wildlife,mountains,hiking	2024-11-25T20:38:27.496962
PKG0067	Rawalakot	Sindh	28.221869	66.731233	Religious	4	2208	3662	6853	Air	Luxury Resort	3.8	5	7.22	Autumn	Easy	Islamabad	culture,family,heritage	2025-07-12T20:38:27.496985
PKG0068	Bagh Falls	Islamabad Capital	30.834681	70.129162	Religious	6	13708	14272	16199	Train	Budget Hotel	4.1	259	1.99	Winter	Hard	Karachi	hiking,lake,beach	2024-07-30T20:38:27.497007
PKG0069	Sialkot Park	Khyber Pakhtunkhwa	34.079428	69.654324	Religious	1	6443	9078	12048	Private Van	Camping	4.9	63	1.72	Spring	Moderate		luxury,food,photography	2025-07-14T20:38:27.497032
PKG0070	Gwadar Beaches	Azad Kashmir	36.958205	71.140944	Nature	6	3570	6561	8276	Road	Guesthouse	4.2	563	2.56	All Year	Hard	Skardu	culture,hiking,budget	2024-10-07T20:38:27.497054
PKG0071	Gurez Valley Resort	Gilgit-Baltistan	35.269386	74.533306	Trekking	2	7606	8574	10835	Private Van	4-star	4.4	467	5.64	Winter	Moderate		beach,luxury,hiking	2023-10-16T20:38:27.497089
PKG0072	Rohtas Fort	Khyber Pakhtunkhwa	33.560584	72.990647	City	3	5813	8255	9304	Road	Budget Hotel	4.6	190	6.8	Winter	Easy	Murree	hiking,budget,heritage	2024-04-11T20:38:27.497115
PKG0073	Katpana Desert, Skardu	Gilgit-Baltistan	39.239748	74.8701	Nature	7	7971	9919	13883	Road	3-star	3.4	639	3.81	Autumn	Easy	Skardu	culture,trek,heritage	2023-12-30T20:38:27.497138
PKG0074	Dadu	Sindh	28.583649	67.600684	City	2	1802	3443	5795	Private Van	Luxury Resort	3.9	1140	1.63	Spring	Hard	Gilgit	hiking,family,mountains	2025-05-01T20:38:27.497162
PKG0075	Hyderabad (Sindh)	Azad Kashmir	36.074457	76.229225	City	1	8796	10039	11712	Hike	Camping	4.4	820	1.69	Spring	Easy	Murree	photography,mountains,lake	2023-09-29T20:38:27.497199
PKG0076	Makli Necropolis Heritage Site	Sindh	25.757166	68.221875	Adventure	6	14609	16385	19542	Hike	Luxury Resort	3.8	173	9.22	Spring	Easy	Islamabad	food,wildlife,mountains	2023-12-12T20:38:27.497221
PKG0077	Murree	Khyber Pakhtunkhwa	33.658678	71.544089	Cultural	7	7731	9349	11614	Hike	Budget Hotel	3.6	706	4.2	Winter	Easy	Quetta	photography,food,wildlife	2024-06-21T20:38:27.497242
PKG0078	Minar-e-Pakistan Falls	Azad Kashmir	33.350516	72.023111	Historical	1	12897	14234	17203	Air	Guesthouse	4.7	523	2.42	Autumn	Moderate	Karachi	mountains,beach,luxury	2025-05-06T20:38:27.497264
PKG0079	Gwadar	Balochistan	29.195494	64.380664	City	2	500	1000	1846	Private Van	Budget Hotel	3.7	941	3.31	Spring	Moderate	Skardu	luxury,wildlife,food	2023-11-06T20:38:27.497286
PKG0080	Badin Falls	Balochistan	27.737091	65.430194	City	3	8442	10826	14290	Road	4-star	4.3	216	4.89	Summer	Moderate	Skardu	luxury,culture,lake	2024-09-22T20:38:27.497308
PKG0081	Gwadar Port	Azad Kashmir	33.53708	72.698412	Adventure	2	15500	18090	19524	Hike	Luxury Resort	5.0	397	3.2	Autumn	Moderate	Murree	photography,heritage,trek	2025-07-19T20:38:27.497330
PKG0082	Quaid-e-Azam's Mausoleum, Karachi	Khyber Pakhtunkhwa	32.183631	72.614394	Nature	3	20462	22985	27285	Hike	Luxury Resort	4.7	919	3.18	All Year	Hard	Gilgit	wildlife,budget,photography	2024-12-13T20:38:27.497355
PKG0083	Frere Hall, Karachi	Balochistan	26.409718	65.653248	Beach	5	4186	7108	8068	Train	Luxury Resort	4.6	151	0.94	Autumn	Moderate	Rawalpindi	mountains,food,budget	2025-01-12T20:38:27.497376
PKG0084	Rama Meadow	Azad Kashmir	36.6855	75.83176	Trekking	8	13113	15990	16826	Private Van	Luxury Resort	3.8	385	0.1	Autumn	Hard	Rawalpindi	culture,heritage,mountains	2024-07-28T20:38:27.497401
PKG0085	Mohenjo-daro	Islamabad Capital	36.074761	72.100627	Nature	10	27681	28887	29707	Air	Camping	3.3	896	0.68	Winter	Hard	Hunza	wildlife,heritage,budget	2024-10-16T20:38:27.497422
PKG0086	Khyber Pass	Balochistan	28.452616	65.030203	Historical	6	5743	6512	9712	Road	Luxury Resort	4.2	791	0.1	Autumn	Moderate	Murree	photography,wildlife,heritage	2024-11-25T20:38:27.497451
PKG0087	Murree	Gilgit-Baltistan	37.481673	77.000479	Beach	7	5140	6168	7362	Train	Luxury Resort	4.7	771	0.27	Autumn	Easy	Gilgit	hiking,food,photography	2024-05-11T20:38:27.497487
PKG0088	Taxila Museum	Azad Kashmir	35.522736	73.750931	Historical	6	16597	18362	20338	Air	3-star	4.3	995	0.49	Summer	Easy	Islamabad	heritage,lake,family	2025-07-21T20:38:27.497510
PKG0089	Suleman Range Heritage Site	Islamabad Capital	33.918625	74.471864	Historical	6	3581	4617	8203	Air	Guesthouse	4.3	370	0.11	All Year	Easy	Murree	beach,mountains,luxury	2024-10-24T20:38:27.497543
PKG0090	Ormara Cliffs Trail	Azad Kashmir	32.925181	73.365192	Beach	8	21876	23334	28208	Air	3-star	5.0	960	2.03	Summer	Moderate	Gilgit	wildlife,beach,hiking	2023-09-06T20:38:27.497573
PKG0091	Khyber Pass	Islamabad Capital	32.971235	73.204759	Adventure	4	500	2849	4482	Train	Budget Hotel	4.3	984	3.17	Autumn	Hard	Karachi	hiking,culture,lake	2025-01-14T20:38:27.497595
PKG0092	Khewra Salt Mine	Islamabad Capital	31.641874	72.735915	Adventure	7	11458	12333	14651	Private Van	3-star	3.4	54	0.16	Winter	Easy	Sialkot	culture,budget,trek	2024-10-02T20:38:27.497617
PKG0093	Murree	Khyber Pakhtunkhwa	32.347233	70.912109	Nature	6	16931	18029	19656	Road	3-star	4.6	967	1.05	Summer	Hard	Rawalpindi	beach,wildlife,mountains	2025-08-12T20:38:27.497640
PKG0094	Faisal Mosque, Islamabad	Khyber Pakhtunkhwa	32.293928	69.897118	Trekking	2	11314	12994	15440	Train	Budget Hotel	4.0	97	0.58	Summer	Moderate	Gilgit	food,wildlife,beach	2025-08-29T20:38:27.497662
PKG0095	Ranikot Fort	Islamabad Capital	36.110881	73.620434	Historical	10	16737	19592	22073	Air	3-star	4.4	879	2.16	Spring	Hard	Multan	trek,wildlife,luxury	2025-04-24T20:38:27.497685
PKG0096	Hiran Minar Valley	Azad Kashmir	32.013684	76.547927	Nature	10	14535	17263	21919	Hike	Luxury Resort	5.0	41	1.89	Winter	Moderate	Lahore	photography,luxury,budget	2025-02-15T20:38:27.497707
PKG0097	Ranikot Fort Valley	Punjab	30.142563	69.405357	Religious	2	500	1000	4223	Air	Budget Hotel	4.0	721	0.88	All Year	Moderate		photography,heritage,food	2024-07-14T20:38:27.497739
PKG0098	Skardu Shangrila Park	Balochistan	29.790415	67.868986	Nature	8	12924	13575	16478	Air	Budget Hotel	5.0	408	0.21	Spring	Moderate	Quetta	culture,luxury,food	2024-07-05T20:38:27.497768
PKG0099	Islamabad (city)	Punjab	32.519746	70.146621	City	1	500	1000	3738	Road	3-star	3.7	894	0.38	Winter	Hard	Rawalpindi	luxury,budget,heritage	2024-06-11T20:38:27.497790
PKG0100	Kallar Kahar Fort	Balochistan	28.204082	67.783745	Beach	2	500	1000	2146	Private Van	Luxury Resort	3.5	369	1.91	All Year	Moderate	Multan	lake,food,budget	2023-12-26T20:38:27.497812
PKG0101	Nankana Sahib	Khyber Pakhtunkhwa	33.675495	73.305977	Adventure	8	10420	12359	16521	Road	Camping	4.3	722	0.94	All Year	Moderate	Quetta	photography,mountains,lake	2023-12-15T20:38:27.497834
PKG0102	Badin Falls	Balochistan	28.179867	67.806576	Adventure	1	14267	15351	19440	Road	Guesthouse	5.0	137	3.88	Summer	Hard	Multan	budget,luxury,wildlife	2025-09-29T20:38:27.497857
PKG0103	Lasbela Lake	Sindh	27.574372	71.192941	City	8	2296	3110	4737	Hike	3-star	4.4	815	0.15	Autumn	Hard	Quetta	trek,lake,mountains	2023-10-10T20:38:27.497879
PKG0104	Nathia Gali	Balochistan	29.106472	68.481255	Nature	5	12219	13785	17940	Air	Luxury Resort	4.2	584	1.76	Winter	Easy	Karachi	heritage,lake,beach	2025-05-09T20:38:27.497900
PKG0105	Makli Necropolis Resort	Balochistan	31.983574	67.863079	City	6	8916	9681	14622	Train	3-star	4.5	322	0.98	Summer	Moderate	Hunza	trek,lake,food	2025-06-12T20:38:27.497924
PKG0106	Balakot	Islamabad Capital	33.644132	72.205379	City	8	2550	5309	6872	Hike	Budget Hotel	5.0	134	1.58	Autumn	Moderate	Murree	hiking,beach,culture	2024-09-07T20:38:27.497962
PKG0107	Hujra Shah Muqeem Falls	Balochistan	30.940036	63.442504	City	2	5746	8089	12405	Hike	3-star	4.5	262	6.5	All Year	Hard	Skardu	heritage,food,luxury	2024-06-05T20:38:27.497993
PKG0108	Deosai National Park	Islamabad Capital	31.424967	70.958093	Adventure	3	10260	12081	14428	Train	Luxury Resort	4.3	581	0.77	Spring	Moderate	Peshawar	photography,culture,family	2025-06-26T20:38:27.498016
PKG0109	Sarhad Park	Khyber Pakhtunkhwa	34.68657	69.56057	Adventure	3	10262	11463	14728	Hike	Budget Hotel	4.6	58	0.25	Spring	Easy	Gilgit	food,wildlife,family	2024-01-05T20:38:27.498049
PKG0110	Kotli	Islamabad Capital	34.112823	73.748651	Historical	8	11978	14712	17584	Train	4-star	4.9	501	4.2	Winter	Moderate	Rawalpindi	lake,hiking,mountains	2025-05-24T20:38:27.498072
PKG0111	Makran Coastal Highway	Balochistan	28.905507	64.224138	Adventure	6	18070	19877	23206	Private Van	Guesthouse	4.5	758	0.66	All Year	Hard	Karachi	budget,trek,beach	2025-06-29T20:38:27.498094
PKG0112	Sukkur	Balochistan	27.487513	63.58087	Beach	7	10098	12310	14843	Air	3-star	3.8	1183	3.29	Autumn	Easy	Gwadar	heritage,beach,culture	2024-07-11T20:38:27.498117
PKG0113	Kalat Falls	Khyber Pakhtunkhwa	33.984222	69.540295	Trekking	10	12502	14874	17346	Air	Luxury Resort	4.3	722	0.93	Spring	Easy	Quetta	beach,wildlife,photography	2023-12-14T20:38:27.498142
PKG0114	Mithi	Khyber Pakhtunkhwa	34.220144	74.083034	Trekking	3	9401	10984	14480	Private Van	3-star	4.8	92	5.34	Winter	Easy	Skardu	culture,trek,budget	2024-04-14T20:38:27.498177
PKG0115	Sadiqabad	Punjab	30.318093	71.702126	Beach	2	6666	7693	8985	Private Van	3-star	4.7	694	2.78	All Year	Moderate	Gwadar	heritage,trek,wildlife	2024-05-29T20:38:27.498200
PKG0116	Soon Valley	Gilgit-Baltistan	33.741529	71.733484	City	8	3925	6552	10795	Air	Luxury Resort	4.3	1055	4.66	Summer	Moderate	Skardu	budget,heritage,luxury	2024-02-09T20:38:27.498222
PKG0117	Murree Mall Road Point	Islamabad Capital	32.475406	72.058241	Cultural	5	14387	16832	17468	Train	3-star	4.2	224	0.77	Winter	Hard	Quetta	food,hiking,photography	2025-10-05T20:38:27.498244
PKG0118	Gurez Valley Resort	Balochistan	27.593183	66.933546	Religious	1	4674	7564	11999	Air	Luxury Resort	4.6	778	0.1	Summer	Hard	Peshawar	mountains,wildlife,lake	2025-04-20T20:38:27.498268
PKG0119	Faisal Mosque, Islamabad	Balochistan	27.882155	63.908588	Religious	7	8389	10944	15307	Road	Camping	4.1	282	6.02	All Year	Easy	Hunza	budget,photography,beach	2024-05-12T20:38:27.498290
PKG0120	Mahodand Lake	Khyber Pakhtunkhwa	36.740113	71.757981	City	10	18522	20473	23138	Hike	4-star	4.7	393	1.19	Summer	Moderate	Hunza	family,trek,food	2023-09-04T20:38:27.498312
PKG0121	Sadiqabad	Azad Kashmir	32.743667	74.92993	City	8	1035	2963	5703	Train	Budget Hotel	3.6	1174	2.23	All Year	Moderate	Sialkot	budget,heritage,family	2025-09-19T20:38:27.498335
PKG0122	Sadiqabad	Azad Kashmir	31.974177	76.244058	Beach	8	12248	13624	15779	Hike	3-star	4.5	1151	3.12	Autumn	Easy	Karachi	wildlife,hiking,food	2025-03-01T20:38:27.498358
PKG0123	Rawalakot	Punjab	32.019004	72.186249	Religious	1	8016	8926	12811	Train	Camping	3.8	967	0.12	Spring	Hard	Gwadar	heritage,mountains,culture	2025-05-24T20:38:27.498380
PKG0124	Rohtas	Azad Kashmir	37.110193	75.970398	Cultural	4	500	1000	4131	Train	Camping	5.0	121	4.37	Spring	Hard	Skardu	trek,culture,mountains	2025-05-06T20:38:27.498402
PKG0125	Noorpur Shahan	Islamabad Capital	31.734732	75.557809	Trekking	8	8784	10047	12918	Road	Budget Hotel	4.0	611	0.31	All Year	Hard	Karachi	budget,family,beach	2024-01-15T20:38:27.498424
PKG0126	Kotli Heritage Site	Gilgit-Baltistan	36.463475	77.131363	Cultural	5	11394	12683	14105	Train	Guesthouse	4.9	939	0.21	Autumn	Hard	Islamabad	mountains,hiking,budget	2025-01-03T20:38:27.498446
PKG0127	Rama Meadow Heritage Site	Azad Kashmir	36.043697	71.752969	Trekking	7	13859	16469	19655	Road	4-star	3.9	195	0.15	Summer	Easy	Rawalpindi	budget,trek,mountains	2025-02-07T20:38:27.498467
